Test_Date,Device_Name,Brand,Model,Category,Price_USD,Battery_Life_Hours,Heart_Rate_Accuracy_Percent,Step_Count_Accuracy_Percent,Sleep_Tracking_Accuracy_Percent,Water_Resistance_Rating,User_Satisfaction_Rating,GPS_Accuracy_Meters,Connectivity_Features,Health_Sensors_Count,App_Ecosystem_Support,Performance_Score
6/14/2025,Fitbit Sense 2,Fitbit,Sense 2,Sports Watch,116.18,98.1,92.48,95.35,71.18,5ATM,8,1.9,"Bluetooth, WiFi",7,Cross-platform,60.5
6/14/2025,Withings Steel HR,Withings,Steel HR,Smartwatch,276.31,67.4,95.04,93.14,82.4,IPX8,8.2,1.5,"WiFi, Bluetooth, NFC",11,Android/iOS,62.4
6/14/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,143.4,91.92,93.59,78.84,IPX4,7,,Bluetooth,5,Cross-platform,70.3
6/14/2025,Polar Vantage V3,Polar,Vantage V3,Sports Watch,278.02,124.3,97.89,95.15,71.05,5ATM,7.5,2.6,Bluetooth,5,Cross-platform,60.6
6/14/2025,Garmin Venu 3,Garmin,Venu 3,Sports Watch,327.22,449.7,95.06,98.51,75.35,IPX8,8,4.4,Bluetooth,8,Cross-platform,61.9
6/14/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,399.58,32.5,96.47,95.92,80.83,IPX8,7.4,4.1,"WiFi, Bluetooth, NFC, LTE",15,Android/iOS,59.1
6/14/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,519.02,67.8,92.84,96.97,75.46,5ATM,9.4,2,"WiFi, Bluetooth, NFC",10,Android/iOS,63.2
6/14/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Sports Watch,467.2,235,97.68,95.27,78.86,5ATM,9.3,1.7,Bluetooth,7,Cross-platform,66.3
6/14/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,392.24,184.9,89.21,95.8,87.64,IPX8,7.3,,Bluetooth,5,Cross-platform,73.1
6/14/2025,Huawei Watch 5,Huawei,Watch 5,Smartwatch,158.53,61.9,95.6,95.31,79.77,IPX8,7,4.2,"WiFi, Bluetooth, NFC",12,Android/iOS,58.5
6/14/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,475.72,37.9,93.07,97.33,76.87,5ATM,8.5,2.1,"WiFi, Bluetooth, NFC",8,Android/iOS,61.4
6/14/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,166.22,157.2,91.27,93.18,70.49,3ATM,6.5,,Bluetooth,7,Cross-platform,67.7
6/14/2025,Amazfit GTR 4,Amazfit,GTR 4,Sports Watch,160.5,80,94.75,96.96,72.63,5ATM,6.4,4.2,Bluetooth,7,Cross-platform,56.8
6/14/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,149.2,88.94,93.86,77.66,3ATM,6.5,,Bluetooth,5,Cross-platform,68.6
6/14/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,345.14,177.6,86.59,96.94,89.43,IPX8,7.7,,Bluetooth,3,Cross-platform,74
6/14/2025,Garmin Fenix 8,Garmin,Fenix 8,Sports Watch,962.37,560.8,92.58,98.74,78.31,10ATM,8.2,3.3,"Bluetooth, WiFi",6,Cross-platform,63.1
6/14/2025,Garmin Venu 3,Garmin,Venu 3,Smartwatch,333.44,247.9,94.83,98.41,76.98,IPX8,7.6,2.6,"WiFi, Bluetooth, NFC, LTE",12,Cross-platform,62.6
6/14/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,718.96,44.7,97.5,97.74,78.07,IPX8,8.5,2.2,"WiFi, Bluetooth, NFC, LTE",11,iOS,62.5
6/14/2025,Huawei Watch GT 5,Huawei,Watch GT 5,Smartwatch,786.1,51.9,94.94,93.43,79.37,IPX8,8.2,2.1,"WiFi, Bluetooth, NFC",8,Android/iOS,61.3
6/14/2025,Huawei Watch Ultimate,Huawei,Watch Ultimate,Smartwatch,458.09,69.8,95.18,96.67,75.22,5ATM,9.1,2.8,"WiFi, Bluetooth, NFC, LTE",10,Cross-platform,62.5
6/14/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,160.9,40.1,97.94,93.1,81.82,IP68,6.4,2.7,"WiFi, Bluetooth, NFC, LTE",8,Android/iOS,58.5
6/14/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,138.3,88.83,94.9,71.53,3ATM,7.4,,Bluetooth,2,Cross-platform,69.1
6/14/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,334.66,19.4,96.86,97.47,78.35,IPX8,7.2,1.9,"WiFi, Bluetooth, NFC, LTE",8,iOS,59.9
6/14/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,126,86.83,93.62,70.33,IPX7,7.6,,Bluetooth,3,Android/iOS,68.4
6/14/2025,Amazfit GTR 4,Amazfit,GTR 4,Smartwatch,288.34,43.8,94.73,96.96,78.74,IP68,7.8,3.1,"WiFi, Bluetooth, NFC, LTE",11,Android/iOS,60.2
6/14/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,140.9,85.55,93.56,73.13,IPX7,7.8,,Bluetooth,4,Android/iOS,69.4
6/14/2025,Garmin Forerunner 965,Garmin,Forerunner 965,Smartwatch,355.09,561.5,95.19,98.96,75.52,IPX8,7.5,3.2,"WiFi, Bluetooth, NFC, LTE",10,Cross-platform,62
6/15/2025,Garmin Enduro 3,Garmin,Enduro 3,Sports Watch,414.39,1706.1,92.9,98.03,76.81,10ATM,8.1,4.6,Bluetooth,7,Cross-platform,61.7
6/15/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,679.47,48.4,93.8,96.99,76.23,5ATM,9.1,5,"WiFi, Bluetooth, NFC, LTE",11,iOS,60.6
6/15/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,536.34,174.5,87.23,95.21,85.46,IPX7,8.6,,Bluetooth,4,Android/iOS,74.8
6/15/2025,Amazfit T-Rex 3,Amazfit,T-Rex 3,Sports Watch,132.11,211.4,92.13,93.66,79.06,IPX8,7.5,3.2,Bluetooth,9,Android/iOS,61.2
6/15/2025,Apple Watch Ultra 2,Apple,Watch Ultra 2,Smartwatch,280.86,54.2,94.78,97.91,80.18,5ATM,7.1,2.4,"WiFi, Bluetooth, NFC, LTE",9,iOS,60.1
6/15/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,641.08,39.2,95.66,96.86,83.86,5ATM,8.5,1.7,"WiFi, Bluetooth, NFC",12,iOS,63.2
6/15/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,367.23,179.7,87.72,95.68,90.59,IPX7,8.3,,Bluetooth,4,Android/iOS,75.4
6/15/2025,Amazfit GTS 4,Amazfit,GTS 4,Smartwatch,228.66,41.5,92.74,95.58,84.43,IP68,8.1,2.6,"WiFi, Bluetooth, NFC, LTE",15,Android/iOS,61.4
6/15/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,218.82,128,89.52,93.74,74,IPX7,7.9,,Bluetooth,5,Android/iOS,70.3
6/15/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,468.29,180.6,90.1,96.35,88.64,IPX8,9.2,,Bluetooth,6,Cross-platform,77.4
6/15/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,166.9,89.84,94.34,76.95,3ATM,6.7,,Bluetooth,3,Android/iOS,69.6
6/15/2025,Amazfit GTS 4,Amazfit,GTS 4,Smartwatch,74.32,33.7,94.36,95.72,75.43,5ATM,7.7,4.7,"WiFi, Bluetooth, NFC",10,Cross-platform,58
6/15/2025,Apple Watch Ultra 2,Apple,Watch Ultra 2,Smartwatch,768.75,31.8,95.21,96.12,84.95,IP68,8.2,4.4,"WiFi, Bluetooth, NFC",9,iOS,60.7
6/15/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,150.7,89.54,93.79,75.9,3ATM,6.2,,Bluetooth,5,Cross-platform,67.8
6/15/2025,Garmin Forerunner 965,Garmin,Forerunner 965,Sports Watch,435.9,480.2,97.01,98.8,75.11,IPX8,9,2.5,Bluetooth,5,Cross-platform,65.2
6/15/2025,Samsung Galaxy Watch 7,Samsung,Galaxy Watch 7,Smartwatch,241.88,18.5,97.17,96.13,83.53,IPX8,8.4,2.7,"WiFi, Bluetooth, NFC, LTE",11,Android/iOS,62
6/15/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,118.71,57.4,95.35,93.6,78.9,IPX8,7.7,3.5,"WiFi, Bluetooth, NFC",10,Cross-platform,59.6
6/15/2025,Polar Pacer Pro,Polar,Pacer Pro,Smartwatch,300.69,43.7,93.88,93.24,79.95,5ATM,7.5,4.3,"WiFi, Bluetooth, NFC, LTE",8,Cross-platform,58.3
6/15/2025,Garmin Instinct 2X,Garmin,Instinct 2X,Sports Watch,934.12,451.5,93.31,98.04,73.63,5ATM,8.7,2.2,"Bluetooth, WiFi",9,Cross-platform,63.9
6/15/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Smartwatch,440.63,47.2,94.43,96.03,77.86,IP68,9.2,4.6,"WiFi, Bluetooth, NFC",14,Cross-platform,61.3
6/15/2025,Garmin Fenix 8,Garmin,Fenix 8,Smartwatch,850.69,435.2,95.26,98.19,80.03,10ATM,8.4,2.9,"WiFi, Bluetooth, NFC, LTE",11,Cross-platform,64.3
6/15/2025,Huawei Watch GT 5,Huawei,Watch GT 5,Smartwatch,166.09,60.6,92.16,94.64,75.37,IPX8,6.2,2.6,"WiFi, Bluetooth, NFC, LTE",10,Android/iOS,56.8
6/15/2025,Garmin Instinct 2X,Garmin,Instinct 2X,Smartwatch,556.14,424.4,95.56,99.22,77.22,IPX8,8.1,2.8,"WiFi, Bluetooth, NFC, LTE",8,Cross-platform,63.6
6/15/2025,Polar Pacer Pro,Polar,Pacer Pro,Smartwatch,385.75,36.6,95.72,95.27,79.9,5ATM,8.1,4.9,"WiFi, Bluetooth, NFC, LTE",11,Cross-platform,59.4
6/15/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Smartwatch,409.95,52.4,94.59,96.37,79.07,IP68,8.5,2,"WiFi, Bluetooth, NFC, LTE",11,Cross-platform,62.2
6/15/2025,Fitbit Charge 6,Fitbit,Charge 6,Fitness Tracker,316.76,239.5,91.24,95.03,73.88,3ATM,8.5,,Bluetooth,7,Cross-platform,73
6/15/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,395.09,62.8,94.51,97.82,75,IPX8,7.1,4,"WiFi, Bluetooth, NFC",8,Android/iOS,58.3
6/15/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,135.3,87.97,95.77,74.14,3ATM,6.7,,Bluetooth,3,Cross-platform,68.2
6/15/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Smartwatch,327.59,36.1,93.09,94.7,83.93,IP68,7.5,4.4,"WiFi, Bluetooth, NFC",9,Cross-platform,58.9
6/15/2025,Amazfit T-Rex 3,Amazfit,T-Rex 3,Smartwatch,73.89,60.3,94.76,93.5,83.58,IPX8,6.9,5,"WiFi, Bluetooth, NFC",10,Cross-platform,58
6/15/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,524.44,43.3,97.5,97.34,75.75,IPX8,8.6,3,"WiFi, Bluetooth, NFC",11,Android/iOS,61.6
6/15/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,639.06,58.2,93.36,98.04,82.94,5ATM,9.2,2,"WiFi, Bluetooth, NFC",15,Android/iOS,64.2
6/15/2025,Polar Vantage V3,Polar,Vantage V3,Smartwatch,231.92,23.8,92.13,93.62,80,IP68,7.4,3.9,"WiFi, Bluetooth, NFC",8,Cross-platform,57.8
6/15/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Sports Watch,246.19,201.9,97.37,95.7,71.15,IP68,7.8,1.7,"Bluetooth, WiFi",6,Android/iOS,62.6
6/15/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,645.33,40.8,96.54,96.79,78.2,5ATM,8.1,3.2,"WiFi, Bluetooth, NFC",12,Android/iOS,60.8
6/15/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,321.19,185.1,90.2,93.19,91.18,IPX7,8.3,,Bluetooth,5,Cross-platform,75.5
6/15/2025,Fitbit Versa 4,Fitbit,Versa 4,Sports Watch,306.9,115.7,92.95,93.88,75.85,IP68,7.9,4.3,"Bluetooth, WiFi",8,Cross-platform,59.7
6/15/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,394.9,190.1,88.56,96.52,91.05,IPX8,8.2,,Bluetooth,6,Cross-platform,75.6
6/15/2025,Samsung Galaxy Watch 7,Samsung,Galaxy Watch 7,Smartwatch,630,55.5,92.03,97.12,78.14,5ATM,8.2,2.2,"WiFi, Bluetooth, NFC",12,Android/iOS,61.2
6/15/2025,Polar Pacer Pro,Polar,Pacer Pro,Sports Watch,393.38,178.8,93.41,96.68,77.4,IP68,8.3,2.6,"Bluetooth, WiFi",6,Cross-platform,63.3
6/15/2025,Fitbit Sense 2,Fitbit,Sense 2,Sports Watch,129.75,173.2,95.78,94.53,73.09,5ATM,7.9,3.9,"Bluetooth, WiFi",10,Cross-platform,61.1
6/15/2025,Polar Vantage V3,Polar,Vantage V3,Smartwatch,341.43,35.8,97.77,95.56,78.05,5ATM,7.2,3.4,"WiFi, Bluetooth, NFC",15,Cross-platform,59
6/15/2025,Polar Pacer Pro,Polar,Pacer Pro,Smartwatch,319.14,70.7,95.47,95.84,81.63,5ATM,8.2,1.7,"WiFi, Bluetooth, NFC",10,Cross-platform,62.8
6/15/2025,Garmin Venu 3,Garmin,Venu 3,Sports Watch,471.46,268.2,92.06,98.79,73.12,IPX8,8,4.1,Bluetooth,10,Cross-platform,61.3
6/15/2025,Fitbit Charge 6,Fitbit,Charge 6,Fitness Tracker,106.85,230.7,89.08,95.85,74.47,3ATM,7.2,,"Bluetooth, WiFi",8,Cross-platform,70.3
6/15/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,250.65,30.1,92.94,96.77,84.37,5ATM,7.7,4.9,"WiFi, Bluetooth, NFC",15,iOS,59.2
6/15/2025,Withings Steel HR,Withings,Steel HR,Smartwatch,303.38,63.7,95.7,96.25,82.06,IPX8,8.4,3.6,"WiFi, Bluetooth, NFC, LTE",13,Android/iOS,61.9
6/15/2025,Polar Vantage V3,Polar,Vantage V3,Smartwatch,228.31,30.5,92.46,95.42,81.14,IP68,7.6,4.2,"WiFi, Bluetooth, NFC",12,Cross-platform,58.6
6/15/2025,Polar Pacer Pro,Polar,Pacer Pro,Sports Watch,285.37,165.4,96.8,94.15,78.84,5ATM,7.8,2.1,Bluetooth,10,Cross-platform,63.2
6/15/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,790.13,65.3,93.05,96.64,78.49,IPX8,8.6,3,"WiFi, Bluetooth, NFC, LTE",12,Android/iOS,61.7
6/15/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,292.64,86.3,88.67,93.53,78.2,IPX4,7.9,,Bluetooth,10,Android/iOS,69.9
6/15/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,809.95,70.4,92.47,97.43,77.18,5ATM,8.4,2.8,"WiFi, Bluetooth, NFC",12,iOS,61.4
6/15/2025,Huawei Watch 5,Huawei,Watch 5,Smartwatch,357.25,21.3,97.98,93.85,81.57,IP68,8.2,3.9,"WiFi, Bluetooth, NFC",10,Android/iOS,60.4
6/15/2025,Huawei Watch 5,Huawei,Watch 5,Smartwatch,259.36,34.8,95.12,93.93,75.92,5ATM,7.9,4.2,"WiFi, Bluetooth, NFC, LTE",10,Cross-platform,58.6
6/15/2025,Garmin Enduro 3,Garmin,Enduro 3,Smartwatch,647.4,1145.8,92.71,98.01,83.18,5ATM,8.9,4.9,"WiFi, Bluetooth, NFC",11,Cross-platform,63.9
6/15/2025,Withings Steel HR,Withings,Steel HR,Smartwatch,405.84,37.4,92.92,95.43,80.43,5ATM,8.6,4,"WiFi, Bluetooth, NFC",14,Cross-platform,60.5
6/15/2025,Fitbit Sense 2,Fitbit,Sense 2,Sports Watch,82.88,92.3,93.58,95.22,79.3,IP68,6.2,4.5,"Bluetooth, WiFi",5,Cross-platform,57.2
6/15/2025,Garmin Instinct 2X,Garmin,Instinct 2X,Sports Watch,586.04,619,95.78,99.14,72.49,IP68,8.4,2.4,"Bluetooth, WiFi",9,Cross-platform,63.6
6/15/2025,Huawei Watch 5,Huawei,Watch 5,Smartwatch,351.3,20.8,96,96.89,77.36,IPX8,7.5,2.1,"WiFi, Bluetooth, NFC",9,Cross-platform,59.9
6/15/2025,Polar Vantage V3,Polar,Vantage V3,Sports Watch,395.86,186.8,92.59,95.32,74.18,IPX8,7.6,3.7,Bluetooth,6,Cross-platform,60.5
6/15/2025,Amazfit GTR 4,Amazfit,GTR 4,Smartwatch,195.55,35.7,97.47,96.66,80.03,5ATM,7.2,1.6,"WiFi, Bluetooth, NFC",15,Cross-platform,60.7
6/15/2025,Polar Vantage V3,Polar,Vantage V3,Sports Watch,216.51,126.5,96.64,95.03,77.92,IPX8,7.8,2.5,"Bluetooth, WiFi",6,Cross-platform,62.1
6/15/2025,Huawei Watch 5,Huawei,Watch 5,Smartwatch,428.97,59.4,94.65,94.87,81.06,5ATM,8.2,2.7,"WiFi, Bluetooth, NFC, LTE",12,Cross-platform,61.5
6/15/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,656.77,32.8,92.34,97.43,75.3,IP68,9.4,5,"WiFi, Bluetooth, NFC, LTE",15,iOS,60.5
6/15/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,433.23,186.8,87.23,95.54,86.37,IPX7,8.7,,Bluetooth,6,Android/iOS,75.2
6/15/2025,Polar Pacer Pro,Polar,Pacer Pro,Smartwatch,267.14,42.7,92.67,95.2,77.96,IPX8,7.5,3,"WiFi, Bluetooth, NFC, LTE",9,Cross-platform,59
6/15/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,166.7,88.47,94.99,79.24,3ATM,6.5,,Bluetooth,2,Cross-platform,69.5
6/15/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,138.4,91.28,93.57,70.25,3ATM,6.9,,Bluetooth,5,Android/iOS,68.1
6/15/2025,Polar Pacer Pro,Polar,Pacer Pro,Smartwatch,308.07,19.8,95.76,96.81,80.07,IPX8,7.8,3.4,"WiFi, Bluetooth, NFC, LTE",9,Cross-platform,59.9
6/15/2025,Fitbit Sense 2,Fitbit,Sense 2,Sports Watch,243.71,137.2,94.72,93.37,77.01,5ATM,7.4,2.2,Bluetooth,8,Cross-platform,61.1
6/15/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,130.06,235.9,92.03,93.55,78.36,IPX4,7.5,,Bluetooth,7,Android/iOS,71.8
6/15/2025,Garmin Forerunner 965,Garmin,Forerunner 965,Smartwatch,528.61,575.7,92.97,98.32,79.01,IPX8,9.2,3.6,"WiFi, Bluetooth, NFC, LTE",8,Cross-platform,64.6
6/15/2025,Polar Vantage V3,Polar,Vantage V3,Smartwatch,209.08,50.4,95.09,93.93,76.69,5ATM,7.5,3.8,"WiFi, Bluetooth, NFC, LTE",9,Cross-platform,58.6
6/15/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Smartwatch,341.03,47.9,95.31,96.05,76.2,5ATM,8.2,3.7,"WiFi, Bluetooth, NFC",14,Cross-platform,60.1
6/15/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,760.88,36.1,97.87,96.38,76.35,IPX8,8.1,4.1,"WiFi, Bluetooth, NFC, LTE",9,iOS,59.9
6/15/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,462.91,51.1,93.68,96.73,81.07,IP68,8.5,3.1,"WiFi, Bluetooth, NFC, LTE",11,Android/iOS,61.7
6/15/2025,Polar Pacer Pro,Polar,Pacer Pro,Smartwatch,416.37,42.8,96.28,95.09,75.04,5ATM,9,3.6,"WiFi, Bluetooth, NFC",15,Cross-platform,61.2
6/15/2025,Amazfit T-Rex 3,Amazfit,T-Rex 3,Smartwatch,163.57,71.9,97.98,93.29,77.13,IPX8,6.3,2.7,"WiFi, Bluetooth, NFC",11,Cross-platform,58.2
6/15/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,367.16,171.8,85.8,96.83,88.92,IPX7,7.3,,Bluetooth,5,Cross-platform,72.9
6/15/2025,Fitbit Versa 4,Fitbit,Versa 4,Smartwatch,300.18,25.5,94.78,94.06,81.84,IP68,8,4.4,"WiFi, Bluetooth, NFC, LTE",13,Cross-platform,59.4
6/15/2025,Amazfit GTR 4,Amazfit,GTR 4,Sports Watch,218.06,207.8,92.28,94.88,72.05,IPX8,7.3,3.9,Bluetooth,9,Cross-platform,59.4
6/15/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,468.86,177.3,86.64,95.21,90.66,IPX7,8.6,,Bluetooth,5,Android/iOS,75.7
6/15/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,158.2,88.51,94.55,72.56,3ATM,7.5,,Bluetooth,2,Android/iOS,69.9
6/15/2025,Polar Vantage V3,Polar,Vantage V3,Sports Watch,343.5,110.2,92.54,94.23,74.12,5ATM,7.5,1.5,"Bluetooth, WiFi",6,Cross-platform,60.5
6/15/2025,Huawei Watch Ultimate,Huawei,Watch Ultimate,Smartwatch,509.33,52,96.02,96.84,80.65,IPX8,8.1,3.2,"WiFi, Bluetooth, NFC",11,Cross-platform,61.3
6/15/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,155.1,87.56,93.39,78.12,3ATM,7.9,,Bluetooth,5,Android/iOS,71.3
6/15/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,287.61,54.8,93.91,96.07,77.29,IPX8,8.4,1.6,"WiFi, Bluetooth, NFC, LTE",14,Android/iOS,61.9
6/15/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,329.04,38.4,96.13,97.2,80.92,5ATM,8.3,1.9,"WiFi, Bluetooth, NFC",15,iOS,62.4
6/15/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,600.82,58.2,93.33,96.19,76.57,IPX8,8.4,3.7,"WiFi, Bluetooth, NFC, LTE",9,Android/iOS,60.4
6/15/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,191.59,126.2,88.68,94.95,76.91,IPX4,6.7,,Bluetooth,10,Cross-platform,68.5
6/15/2025,Fitbit Charge 6,Fitbit,Charge 6,Fitness Tracker,168.67,148,92.31,95.7,75.62,IPX4,7.5,,Bluetooth,6,Cross-platform,71.2
6/15/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,438.49,20.2,96.07,96.29,75.25,IP68,9.3,3.1,"WiFi, Bluetooth, NFC",8,Android/iOS,61.8
6/15/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,537.72,32.8,92.46,94.14,77.72,IPX8,9.3,1.8,"WiFi, Bluetooth, NFC",14,Android/iOS,62.3
6/15/2025,Amazfit T-Rex 3,Amazfit,T-Rex 3,Sports Watch,144.14,143.9,97.95,94.65,70.56,5ATM,6.5,3.8,Bluetooth,10,Android/iOS,58.3
6/15/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,128.4,88.63,93.61,78.09,3ATM,6.4,,Bluetooth,2,Android/iOS,67.9
6/15/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,484.23,43.5,92.55,96.63,77.42,IP68,8.8,2.9,"WiFi, Bluetooth, NFC, LTE",12,Android/iOS,61.4
6/15/2025,Polar Vantage V3,Polar,Vantage V3,Smartwatch,476.95,38.9,97.74,96.9,78.13,IP68,8.1,4.1,"WiFi, Bluetooth, NFC",15,Cross-platform,60.3
6/15/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,370.22,55.1,96.94,96.48,76.09,5ATM,7.3,3.3,"WiFi, Bluetooth, NFC",15,Android/iOS,59.3
6/15/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,266.96,59.2,96.23,97.39,75.41,IPX8,7.7,2.8,"WiFi, Bluetooth, NFC",12,Android/iOS,60.3
6/15/2025,Amazfit GTR 4,Amazfit,GTR 4,Sports Watch,217.38,90,97.01,96.93,74.24,IP68,7.3,1.9,"Bluetooth, WiFi",5,Cross-platform,60.7
6/15/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,536.29,178.5,86.76,94.73,86.11,IPX7,9.1,,Bluetooth,5,Android/iOS,75.7
6/15/2025,Polar Vantage V3,Polar,Vantage V3,Sports Watch,432.64,141.2,97.53,93.65,72.18,IP68,8.3,2.2,"Bluetooth, WiFi",9,Cross-platform,62.4
6/15/2025,Amazfit GTS 4,Amazfit,GTS 4,Smartwatch,161.34,55.2,93.65,94.91,78.91,5ATM,7,3,"WiFi, Bluetooth, NFC",11,Cross-platform,58.7
6/15/2025,Garmin Enduro 3,Garmin,Enduro 3,Sports Watch,488.49,1147.3,94.61,98.44,79.22,5ATM,8.8,3.7,Bluetooth,10,Cross-platform,64.2
6/15/2025,Fitbit Sense 2,Fitbit,Sense 2,Smartwatch,218.61,48.1,96.48,96.07,80.77,IP68,7.7,3.8,"WiFi, Bluetooth, NFC, LTE",10,Cross-platform,60.1
6/16/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,425.58,178.3,87.94,94.49,91.48,IPX8,9.2,,Bluetooth,3,Android/iOS,77.2
6/16/2025,Polar Vantage V3,Polar,Vantage V3,Smartwatch,404.92,48.5,94.6,96.09,80.03,5ATM,8.8,2.7,"WiFi, Bluetooth, NFC, LTE",13,Cross-platform,62.3
6/16/2025,Polar Pacer Pro,Polar,Pacer Pro,Sports Watch,275.58,83.4,93.69,94.09,70.64,IPX8,7.6,3.3,Bluetooth,6,Cross-platform,58.5
6/16/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,644.91,36.4,92.64,96.85,81.32,IP68,9.2,2.4,"WiFi, Bluetooth, NFC",12,Android/iOS,62.9
6/16/2025,Samsung Galaxy Watch 7,Samsung,Galaxy Watch 7,Smartwatch,486.76,34.3,97.21,97.64,84.01,5ATM,8.2,2.2,"WiFi, Bluetooth, NFC, LTE",15,Android/iOS,62.7
6/16/2025,Fitbit Charge 6,Fitbit,Charge 6,Fitness Tracker,237.47,178.2,88.38,95.1,73.19,3ATM,7.2,,Bluetooth,6,Cross-platform,69.7
6/16/2025,Polar Pacer Pro,Polar,Pacer Pro,Smartwatch,200.91,40.1,93.4,94.39,83.4,5ATM,8.4,1.5,"WiFi, Bluetooth, NFC, LTE",12,Cross-platform,62.3
6/16/2025,Fitbit Inspire 4,Fitbit,Inspire 4,Fitness Tracker,208.23,80.1,94.5,93.21,72.37,IPX7,7.6,,Bluetooth,5,Cross-platform,69.1
6/16/2025,Polar Pacer Pro,Polar,Pacer Pro,Smartwatch,222.98,58.5,93.74,95.98,83.23,IP68,7.5,2.4,"WiFi, Bluetooth, NFC",15,Cross-platform,60.9
6/16/2025,Fitbit Versa 4,Fitbit,Versa 4,Sports Watch,313.77,139.2,92.91,93.79,71.27,IPX8,7.1,2.9,Bluetooth,9,Cross-platform,59
6/16/2025,Garmin Enduro 3,Garmin,Enduro 3,Sports Watch,305.84,2104.2,95.38,98.19,73.84,5ATM,7.1,3.1,"Bluetooth, WiFi",9,Cross-platform,61
